TRADEDATE,BOARDID,WAPRICE,CLOSE,OPEN,HIGH,LOW,TRENDCLSPR,NUMTRADES,TradingVolume_RUB,TradingVolume_CONTR,OpenPositionsVolum_RUB,OpenPositionsVolum_CONTR,MarginRequirements
2021-01-05,BRG1,51.73,52.87,51.24,53.06,50.58,0.0258,154728.0,74458569937.0,1937554.0,14354505023.0,365456.0,10978.0
2021-01-06,BRG1,53.76,54.33,52.94,54.62,52.67,0.0288,193366.0,98866320215.0,2486797.0,17508172524.0,435758.0,11107.0
2021-01-08,BRG1,54.69,55.42,54.31,55.49,53.11,0.02,142468.0,71925211898.0,1768768.0,18937569926.0,459570.0,9046.0
2021-01-11,BRG1,55.41,55.56,55.43,56.16,55.01,0.0018,125354.0,56102626259.0,1354714.0,19055391580.0,458902.0,9078.0
2021-01-12,BRG1,56.23,56.49,55.6,56.77,55.38,0.0158,139047.0,89514883910.0,2159580.0,40764531536.0,978984.0,9156.0
2021-01-13,BRG1,56.54,56.48,56.56,57.3,55.82,-0.0005,125746.0,55427166250.0,1331222.0,41565164262.0,999294.0,9105.0
2021-01-14,BRG1,55.92,55.48,56.4,56.53,55.28,-0.0163,123295.0,52323650295.0,1274476.0,41674261085.0,1023198.0,6697.0
2021-01-15,BRG1,55.59,54.97,55.57,56.55,54.71,-0.009399999999999999,128626.0,62498409339.0,1523055.0,43853250001.0,1080704.0,6603.0
2021-01-18,BRG1,54.97,54.96,54.94,55.25,54.56,-0.0004,113563.0,54507395628.0,1335991.0,42172419921.0,1033862.0,6666.0
2021-01-19,BRG1,55.43,55.95,54.96,56.07,54.74,0.018000000000000002,107806.0,45161546613.0,1103986.0,44017370382.0,1066014.0,6726.0
2021-01-20,BRG1,56.27,56.4,55.94,56.65,55.76,0.0068000000000000005,119097.0,47058194555.0,1138353.0,43930640406.0,1060252.0,6742.0
2021-01-21,BRG1,55.9,55.93,56.34,56.49,55.5,-0.0075,117432.0,46168783079.0,1121567.0,43215532775.0,1049304.0,6687.0
2021-01-22,BRG1,55.29,55.61,55.95,56.25,54.5,-0.0068000000000000005,151275.0,73624975663.0,1777548.0,41282915874.0,990910.0,6723.0
2021-01-25,BRG1,55.53,55.67,55.49,56.0,55.11,0.0022,125374.0,59039032045.0,1404243.0,42297729591.0,1003472.0,6739.0
2021-01-26,BRG1,55.9,55.96,55.54,56.36,55.14,0.005,119572.0,54584828110.0,1301555.0,40342822107.0,960852.0,6790.0
2021-01-27,BRG1,55.87,56.18,55.9,56.49,55.18,0.0063,106244.0,59190080180.0,1399778.0,30423279308.0,715558.0,6787.0
2021-01-28,BRG1,56.0,55.62,56.2,56.59,55.32,-0.0101,99531.0,55228759140.0,1296178.0,16627181582.0,392892.0,6778.0
2021-01-29,BRG1,55.79,56.08,55.74,56.37,55.02,0.006500000000000001,74669.0,26606529273.0,632936.0,10350974613.0,244974.0,6791.0
2021-02-02,BRH1,57.13,57.77,55.66,58.05,55.45,0.0384,158139.0,81222376412.0,1878699.0,30323310413.0,693570.0,7356.0
2021-02-03,BRH1,58.03,58.63,57.85,58.73,57.32,0.0149,131417.0,62392539371.0,1414890.0,32080644087.0,720016.0,7465.0
2021-02-04,BRH1,58.68,58.4,58.7,59.04,58.08,-0.0048,125074.0,72193671223.0,1625946.0,40294109204.0,911892.0,7364.0
2021-02-05,BRH1,59.27,59.54,58.42,59.9,58.28,0.02,126411.0,55624565819.0,1256469.0,38906571181.0,874822.0,7408.0
2021-02-08,BRH1,60.0,60.33,59.58,60.43,59.25,0.0131,105158.0,60598617648.0,1360191.0,47751904299.0,1065900.0,7449.0
2021-02-09,BRH1,60.61,60.59,60.32,61.28,60.09,0.0026,127193.0,59795990859.0,1332279.0,48005109458.0,1069906.0,7416.0
2021-02-10,BRH1,61.21,61.26,60.66,61.63,60.62,0.0139,117249.0,54453315252.0,1204120.0,49031890577.0,1083384.0,7464.0
2021-02-11,BRH1,61.28,61.38,61.4,61.71,60.84,0.0006,97501.0,42627130075.0,945118.0,47164067256.0,1044006.0,7453.0
2021-02-12,BRH1,61.0,61.55,61.36,61.68,60.37,0.0033,117167.0,56105602971.0,1243837.0,48376723114.0,1062850.0,7483.0
2021-02-15,BRH1,62.82,63.31,61.6,63.57,61.48,0.0292,137698.0,69968916415.0,1518750.0,48597986203.0,1046640.0,7583.0
2021-02-16,BRH1,63.14,63.04,63.4,63.73,62.7,-0.0052,119544.0,81045409311.0,1743019.0,39271210424.0,845916.0,7527.0
2021-02-17,BRH1,63.73,63.72,63.15,64.73,62.84,0.0098,175947.0,93254529984.0,1974054.0,40679725517.0,861292.0,7658.0
2021-02-18,BRH1,64.47,64.19,63.65,65.14,63.53,0.0077,170364.0,108770766341.0,2276769.0,50947230059.0,1071024.0,7687.0
2021-02-19,BRH1,63.45,63.62,64.22,64.62,62.5,-0.0095,215130.0,119620897676.0,2549226.0,47941871883.0,1018992.0,7617.0
2021-02-20,BRH1,63.04,62.72,63.71,63.79,62.5,-0.013500000000000002,72822.0,42853935040.0,918025.0,46225205674.0,995252.0,7479.0
2021-02-22,BRH1,63.85,64.52,62.74,64.75,62.66,0.028999999999999998,88009.0,41231922068.0,868392.0,48143932322.0,1003424.0,7738.0
2021-02-24,BRH1,65.75,67.13,64.53,67.21,64.36,0.0406,152809.0,79503513664.0,1639454.0,46416110725.0,937510.0,7929.0
2021-02-25,BRH1,67.2,66.89,67.03,67.73,66.49,-0.003,138218.0,104124389506.0,2092775.0,28319619749.0,571826.0,7872.0
2021-02-26,BRH1,66.35,66.11,66.92,67.28,65.71,-0.0126,108852.0,61598055647.0,1240507.0,15985508963.0,323120.0,7830.0
2021-03-02,BRJ1,63.63,63.7,64.79,65.09,62.67,-0.017,218992.0,112820526380.0,2400923.0,48304022475.0,1026890.0,8015.0
2021-03-03,BRJ1,63.47,64.02,63.67,64.2,62.56,0.004699999999999999,221062.0,118911835263.0,2532309.0,49624548810.0,1047736.0,7953.0
2021-03-04,BRJ1,64.6,66.1,63.95,66.17,63.39,0.0346,279939.0,150423840820.0,3160984.0,49643305954.0,1019452.0,8197.0
2021-03-05,BRJ1,67.92,68.86,66.21,69.36,66.21,0.039599999999999996,305419.0,165621542844.0,3284483.0,49552889730.0,969262.0,8560.0
2021-03-09,BRJ1,68.62,68.1,68.85,69.64,67.65,-0.009300000000000001,252818.0,136121755517.0,2685532.0,52759736291.0,1048766.0,8385.0
2021-03-10,BRJ1,67.66,67.89,68.19,68.45,66.55,-0.0034000000000000002,278209.0,149607616101.0,2993702.0,51250497930.0,1022034.0,8344.0
2021-03-11,BRJ1,68.3,69.19,67.77,69.33,66.83,0.019,243557.0,137225752146.0,2731495.0,52743118824.0,1036414.0,8450.0
2021-03-12,BRJ1,69.46,69.32,69.28,69.92,68.99,0.0014000000000000002,177926.0,101693519210.0,1991872.0,52484608694.0,1030148.0,8392.0
2021-03-15,BRJ1,68.93,68.17,69.36,70.03,67.86,-0.016200000000000003,209717.0,113318774081.0,2247771.0,53352769004.0,1070082.0,8189.0
2021-03-16,BRJ1,68.16,68.08,68.25,69.08,67.39,-0.0013,196658.0,103125253385.0,2077662.0,51750538898.0,1043880.0,8138.0
2021-03-17,BRJ1,68.0,67.67,68.14,68.9,67.26,-0.006500000000000001,212460.0,110211847344.0,2194549.0,53737524291.0,1075184.0,8099.0
2021-03-18,BRJ1,66.86,65.36,67.68,68.18,64.98,-0.0334,292944.0,173772097442.0,3500341.0,60020539227.0,1236752.0,7867.0
2021-03-19,BRJ1,63.36,63.81,65.42,65.77,61.5,-0.024,537924.0,306601060487.0,6521435.0,61770619331.0,1304562.0,7645.0
2021-03-22,BRJ1,64.41,64.71,63.81,65.08,63.46,0.013600000000000001,282131.0,154331480871.0,3203059.0,58743948610.0,1213566.0,7808.0
2021-03-23,BRJ1,62.79,61.96,64.6,64.82,61.45,-0.041299999999999996,333740.0,180127823842.0,3774980.0,60225107886.0,1278974.0,7606.0
2021-03-24,BRJ1,61.99,63.62,61.88,63.84,60.26,0.0252,371625.0,179533965707.0,3792307.0,58464393135.0,1203232.0,7806.0
2021-03-25,BRJ1,62.97,61.69,63.64,64.56,61.0,-0.0322,383150.0,193208268327.0,4010187.0,57644254467.0,1221326.0,7541.0
2021-03-26,BRJ1,63.1,64.5,61.7,64.59,61.46,0.048600000000000004,294602.0,150243675198.0,3139790.0,51906705759.0,1061188.0,7845.0
2021-03-29,BRJ1,64.34,64.6,64.55,65.49,63.16,0.0008,276712.0,136973400333.0,2808147.0,50915263664.0,1039686.0,7843.0
2021-03-30,BRJ1,64.34,64.25,64.56,65.25,63.52,-0.0042,210798.0,132038169162.0,2700072.0,33371402714.0,683376.0,7772.0
2021-03-31,BRJ1,64.06,63.91,64.23,64.81,63.56,-0.0062,105228.0,40148732289.0,829587.0,25733035590.0,532960.0,7674.0
2021-04-02,BRK1,64.49,64.64,63.2,65.2,63.2,0.022799999999999997,128568.0,49877468583.0,1011872.0,55936224679.0,1132180.0,8316.0
2021-04-05,BRK1,63.5,62.79,64.61,64.96,62.65,-0.0291,233575.0,101929948293.0,2107731.0,60919338100.0,1273912.0,8074.0
2021-04-06,BRK1,62.99,63.41,62.67,64.31,61.3,0.009899999999999999,403880.0,197920022113.0,4066958.0,57503116835.0,1173762.0,8150.0
2021-04-07,BRK1,62.8,61.93,63.32,63.56,61.82,-0.0215,362675.0,154177168699.0,3184837.0,59746680450.0,1251502.0,8058.0
2021-04-08,BRK1,62.85,63.35,61.92,63.44,61.63,0.020499999999999997,284695.0,133256015410.0,2765153.0,56592805634.0,1165080.0,8180.0
2021-04-09,BRK1,63.05,63.16,63.26,63.45,62.62,-0.002,191573.0,85952044181.0,1762727.0,54818601282.0,1122196.0,8113.0
2021-04-12,BRK1,63.48,63.42,63.05,64.33,62.46,0.0044,229719.0,105638960563.0,2148767.0,55596760330.0,1131872.0,8133.0
2021-04-13,BRK1,63.69,63.94,63.41,64.21,63.07,0.0079,186274.0,79265931526.0,1622240.0,55590287796.0,1133232.0,8171.0
2021-04-14,BRK1,64.97,66.27,63.93,66.46,63.58,0.0371,222797.0,101340401527.0,2064181.0,55392381140.0,1106134.0,8304.0
2021-04-15,BRK1,66.54,66.6,66.43,66.97,65.99,0.0051,180518.0,86600329121.0,1705271.0,55402782923.0,1089964.0,8450.0
2021-04-16,BRK1,66.97,66.83,66.68,67.42,66.49,0.0033,141765.0,65607711542.0,1292189.0,56144638450.0,1108202.0,8307.0
2021-04-19,BRK1,66.8,66.84,66.83,67.25,66.41,-0.0004,125666.0,58423227969.0,1146368.0,56890254223.0,1115668.0,8334.0
2021-04-20,BRK1,67.01,66.39,66.84,68.1,65.55,-0.0066,228883.0,113639965294.0,2204659.0,57642934242.0,1128658.0,8275.0
2021-04-21,BRK1,65.89,65.88,66.36,66.65,65.0,-0.0072,215622.0,100394926324.0,1989822.0,56710915179.0,1124162.0,8219.0
2021-04-22,BRK1,65.27,65.55,65.97,66.09,64.61,-0.0052,213683.0,109437546468.0,2213935.0,58323731167.0,1174848.0,8126.0
2021-04-23,BRK1,65.62,65.7,65.46,66.31,65.04,0.0023,175031.0,79463739337.0,1615952.0,55398172994.0,1125266.0,7963.0
2021-04-26,BRK1,65.33,65.66,65.81,66.23,64.58,-0.0003,188231.0,82168092789.0,1680485.0,55435234741.0,1128138.0,7942.0
2021-04-27,BRK1,65.98,65.9,65.7,66.46,65.52,0.0036,181181.0,112539543598.0,2278689.0,31319503594.0,634960.0,7949.0
2021-04-28,BRK1,66.82,67.7,65.92,67.85,65.86,0.026099999999999998,135841.0,60000061738.0,1202132.0,30177893995.0,596738.0,8126.0
2021-04-29,BRK1,68.02,68.12,67.64,68.96,66.94,0.0078000000000000005,121700.0,59609520645.0,1176679.0,29089337138.0,573402.0,8230.0
2021-04-30,BRK1,67.8,67.26,68.15,68.69,67.08,-0.0132,93631.0,42482089035.0,833661.0,21810608626.0,431450.0,8137.0
2021-05-05,BRM1,69.46,69.46,68.82,69.99,68.41,0.0083,171770.0,84224935174.0,1621882.0,60845037155.0,1171592.0,8694.0
2021-05-06,BRM1,68.73,68.63,69.4,69.58,68.0,-0.011699999999999999,223609.0,107596696971.0,2106375.0,58810712629.0,1152922.0,8551.0
2021-05-07,BRM1,68.09,68.33,68.56,68.67,67.43,-0.0044,198574.0,100157989915.0,1997395.0,58677360571.0,1166018.0,8404.0
2021-05-10,BRM1,68.44,68.19,68.37,69.12,67.46,-0.0018,158250.0,77113547378.0,1519813.0,59999012973.0,1186756.0,8354.0
2021-05-11,BRM1,67.97,68.31,68.24,68.64,67.15,0.0019,188640.0,95434640672.0,1895667.0,58207913438.0,1150422.0,8351.0
2021-05-12,BRM1,69.17,69.57,68.35,69.91,68.23,0.018600000000000002,206540.0,106799115462.0,2073414.0,58030885650.0,1120096.0,8524.0
2021-05-13,BRM1,68.15,67.45,69.5,69.71,67.29,-0.0315,248231.0,121981859330.0,2418656.0,66831891797.0,1338870.0,8265.0
2021-05-14,BRM1,67.59,68.39,67.39,68.6,66.52,0.0148,237462.0,122480305426.0,2449971.0,59320182596.0,1172626.0,8285.0
2021-05-17,BRM1,68.79,69.43,68.44,69.45,68.22,0.0148,168464.0,82479489089.0,1621471.0,57311059027.0,1116224.0,8391.0
2021-05-18,BRM1,69.6,69.2,69.44,70.25,68.86,-0.0022,166204.0,88510070853.0,1724485.0,59560400308.0,1167134.0,8313.0
2021-05-19,BRM1,67.18,66.39,69.22,69.22,65.32,-0.04190000000000001,330596.0,172871902790.0,3489776.0,72237794340.0,1475566.0,7963.0
2021-05-20,BRM1,66.2,66.29,66.4,67.2,65.2,-0.0015,280769.0,143123110887.0,2940675.0,66637176960.0,1367292.0,7922.0
2021-05-21,BRM1,65.76,66.86,66.3,66.92,64.59,0.0084,272731.0,132698850761.0,2746972.0,63074819988.0,1284148.0,7921.0
2021-05-24,BRM1,67.37,68.17,66.83,68.2,66.39,0.0202,193348.0,88025140587.0,1778716.0,60413584962.0,1206376.0,8077.0
2021-05-25,BRM1,68.38,68.63,68.11,68.91,67.85,0.0068000000000000005,188220.0,85687704667.0,1705683.0,57014900999.0,1130778.0,8098.0
2021-05-26,BRM1,68.57,68.91,68.61,69.18,68.01,0.0038,163604.0,119194423194.0,2363703.0,29569154584.0,583522.0,8135.0
2021-05-27,BRM1,68.62,69.09,68.86,69.21,68.11,0.0026,111895.0,50453690641.0,1000783.0,27192462990.0,535748.0,8115.0
2021-05-28,BRM1,69.54,69.78,69.14,69.91,69.04,0.0104,90214.0,36774347095.0,721694.0,24636690645.0,481830.0,8161.0
2021-06-01,BRN1,70.68,70.22,69.42,71.37,69.26,0.0121,188835.0,97860328131.0,1883381.0,61066187855.0,1182934.0,8704.0
2021-06-02,BRN1,70.74,71.05,70.37,71.19,70.12,0.0101,150529.0,69273187869.0,1337652.0,62595183335.0,1203464.0,8792.0
2021-06-03,BRN1,71.41,71.04,71.08,71.96,70.69,-0.0006,172178.0,90220818643.0,1725399.0,64372065480.0,1237412.0,8737.0
2021-06-04,BRN1,71.6,71.54,71.05,72.18,70.98,0.008199999999999999,133414.0,67470713237.0,1293748.0,67126422692.0,1288192.0,8751.0
2021-06-07,BRN1,71.57,71.49,71.59,71.98,71.15,-0.0011,121258.0,58228763338.0,1116441.0,67720617924.0,1299906.0,8685.0
2021-06-08,BRN1,71.25,71.81,71.55,71.91,70.75,0.005,156183.0,85720922457.0,1661594.0,69084728152.0,1328762.0,8678.0
2021-06-09,BRN1,72.43,72.11,71.9,72.9,71.72,0.0036,159849.0,73937260458.0,1412035.0,69124698382.0,1326058.0,8641.0
2021-06-10,BRN1,72.32,72.64,72.09,72.96,71.63,0.0072,151482.0,70862687906.0,1363273.0,70025409486.0,1341198.0,8690.0
2021-06-11,BRN1,72.33,72.72,72.6,73.1,71.0,0.001,182410.0,95223241885.0,1826672.0,70132604133.0,1338208.0,8580.0
2021-06-14,BRN1,73.16,73.18,72.79,73.65,72.55,0.0067,110665.0,50674804261.0,960881.0,70844424347.0,1342980.0,8693.0
2021-06-15,BRN1,73.36,73.68,73.2,73.91,72.73,0.0067,137364.0,64583612294.0,1218007.0,74875980440.0,1405958.0,8690.0
2021-06-16,BRN1,74.3,74.79,73.66,74.95,73.57,0.0152,164054.0,75963369313.0,1420686.0,77259262577.0,1435546.0,8814.0
2021-06-17,BRN1,74.03,73.07,74.83,74.9,73.03,-0.0231,199419.0,104329227983.0,1948897.0,75195819475.0,1423184.0,8666.0
2021-06-18,BRN1,72.85,73.66,73.03,73.76,72.06,0.0079,195150.0,106142206122.0,2003264.0,76274609084.0,1423714.0,8636.0
2021-06-21,BRN1,73.75,74.5,73.68,74.55,73.0,0.0121,163322.0,81288183658.0,1506479.0,75136213923.0,1378506.0,8819.0
2021-06-22,BRN1,74.76,74.69,74.57,75.32,74.34,0.0022,158319.0,87737210765.0,1605336.0,75211289741.0,1377452.0,8836.0
2021-06-23,BRN1,75.43,75.63,74.72,76.03,74.53,0.012199999999999999,137681.0,78934159297.0,1442587.0,74906184372.0,1365396.0,8861.0
2021-06-24,BRN1,75.21,75.44,75.64,75.78,74.54,-0.0021,133125.0,73146903417.0,1345559.0,71485368240.0,1310962.0,8781.0
2021-06-25,BRN1,75.51,75.99,75.43,76.04,74.97,0.0074,139872.0,84564874137.0,1551327.0,56018370676.0,1021094.0,8772.0
2021-06-28,BRN1,75.88,75.11,76.03,76.29,75.05,-0.0124,95795.0,63990137480.0,1167975.0,34243238942.0,631454.0,8658.0
2021-06-29,BRN1,74.71,75.1,75.08,75.49,73.9,-0.0008,96004.0,49183998836.0,904506.0,32498857295.0,594570.0,8687.0
2021-06-30,BRN1,75.03,75.07,75.02,75.62,74.38,0.0009,56394.0,25067175800.0,456801.0,27411395705.0,499278.0,8732.0
2021-07-02,BRQ1,75.75,76.05,75.73,76.25,75.27,0.0034000000000000002,172213.0,91033184520.0,1637851.0,55057861006.0,986720.0,9424.0
2021-07-05,BRQ1,76.33,76.78,76.06,76.97,75.81,0.01,130330.0,75454856298.0,1345324.0,57561062237.0,1020338.0,9464.0
2021-07-06,BRQ1,76.26,74.81,76.85,77.83,74.5,-0.026699999999999998,238228.0,141152408517.0,2492040.0,53328219250.0,959784.0,9214.0
2021-07-07,BRQ1,74.44,73.14,74.72,75.98,72.63,-0.0231,296041.0,178380410509.0,3205046.0,53211612168.0,973128.0,9087.0
2021-07-08,BRQ1,73.09,73.87,73.0,73.91,72.13,0.010700000000000001,232632.0,130523745433.0,2389407.0,51438001292.0,931714.0,9275.0
2021-07-09,BRQ1,74.72,75.69,73.85,75.81,73.6,0.0245,171336.0,91927383070.0,1656371.0,54861359894.0,975896.0,9334.0
2021-07-12,BRQ1,74.89,75.21,75.59,75.76,74.27,-0.0058,186093.0,104914982673.0,1882880.0,54442399835.0,972942.0,9307.0
2021-07-13,BRQ1,75.43,75.95,75.15,76.0,74.77,0.0101,161379.0,80369658019.0,1438444.0,55147748509.0,980330.0,9298.0
2021-07-14,BRQ1,76.23,75.72,76.0,76.74,75.33,-0.0018,211977.0,116272523799.0,2054112.0,53434214367.0,950294.0,9264.0
2021-07-15,BRQ1,74.14,74.44,75.8,75.8,73.23,-0.0179,271306.0,143264835429.0,2603525.0,50832570290.0,920072.0,9092.0
2021-07-16,BRQ1,73.45,73.8,74.38,74.47,72.37,-0.0089,233220.0,125774230975.0,2310631.0,52034795553.0,951460.0,8953.0
2021-07-19,BRQ1,71.17,69.31,73.81,73.98,69.08,-0.061200000000000004,305906.0,186041787191.0,3505697.0,64795865047.0,1253764.0,8443.0
2021-07-20,BRQ1,68.72,69.33,69.3,69.62,67.46,0.0014000000000000002,355986.0,180331112815.0,3522300.0,64157038384.0,1242196.0,8420.0
2021-07-21,BRQ1,70.5,72.07,69.44,72.12,68.84,0.0392,256200.0,125564414832.0,2409003.0,52312652315.0,981770.0,8711.0
2021-07-22,BRQ1,72.5,72.75,72.12,73.09,71.77,0.0097,208604.0,100492889376.0,1874986.0,50330537319.0,935842.0,8715.0
2021-07-23,BRQ1,73.6,73.82,72.87,73.98,72.87,0.013999999999999999,159244.0,85119094053.0,1568561.0,51730156408.0,950492.0,8765.0
2021-07-26,BRQ1,73.74,74.11,73.75,74.49,72.76,0.0039000000000000003,193024.0,96397670685.0,1773336.0,49864541031.0,912784.0,8839.0
2021-07-27,BRQ1,74.57,74.27,74.03,75.02,73.77,0.0026,141430.0,71896008477.0,1306381.0,47749189702.0,871100.0,8799.0
2021-07-28,BRQ1,74.73,74.75,74.33,75.32,74.03,0.0066,135876.0,98845244754.0,1794934.0,30647746064.0,556412.0,8811.0
2021-07-29,BRQ1,75.15,75.66,74.66,75.72,74.55,0.0118,79394.0,38211942935.0,695562.0,26806967693.0,484668.0,8854.0
2021-07-30,BRQ1,75.9,76.3,75.66,76.37,75.36,0.0088,70100.0,31435938375.0,566586.0,23026622658.0,412866.0,8849.0
2021-08-03,BRU1,72.3,72.36,72.8,73.58,71.09,-0.0062,274166.0,135929077076.0,2573893.0,56485028214.0,1068698.0,8874.0
2021-08-04,BRU1,71.62,70.41,72.38,72.86,70.37,-0.0268,277526.0,144214247477.0,2747744.0,57588668305.0,1116048.0,8628.0
2021-08-05,BRU1,70.6,71.35,70.57,71.52,69.8,0.0131,288668.0,147670208488.0,2863459.0,61410604043.0,1178326.0,8752.0
2021-08-06,BRU1,71.57,70.64,71.34,72.45,70.36,-0.0108,249169.0,123568136086.0,2351046.0,55710659721.0,1073916.0,8620.0
2021-08-09,BRU1,68.78,68.97,70.69,71.18,67.65,-0.0227,309112.0,153846263428.0,3036691.0,61479902688.0,1210200.0,8430.0
2021-08-10,BRU1,70.0,70.91,69.0,71.15,68.58,0.0275,254022.0,123693151458.0,2390161.0,56220617503.0,1072432.0,8667.0
2021-08-11,BRU1,70.19,69.83,70.89,71.27,69.11,-0.0151,285026.0,134622562168.0,2600140.0,58293044798.0,1131668.0,8568.0
2021-08-12,BRU1,71.29,71.33,69.85,71.92,69.85,0.022099999999999998,237643.0,122571028801.0,2337103.0,55266657613.0,1053210.0,8669.0
2021-08-13,BRU1,71.11,70.88,71.36,71.62,70.49,-0.0064,171227.0,81642083258.0,1568455.0,57532614886.0,1108844.0,8557.0
2021-08-16,BRU1,69.46,69.83,70.85,70.89,68.19,-0.0152,310922.0,163021036706.0,3202716.0,61178273828.0,1195588.0,8406.0
2021-08-17,BRU1,69.46,69.61,69.83,70.05,68.88,-0.0032,228707.0,118431213359.0,2319231.0,59958193106.0,1171612.0,8372.0
2021-08-18,BRU1,69.41,68.83,69.57,70.08,68.6,-0.0138,281097.0,133248056996.0,2600469.0,61023741027.0,1200920.0,8283.0
